,Topic,Count,Name,Representation
141,140,15,140_anatomy_physiology_pdfanatomy_human,"['anatomy', 'physiology', 'pdfanatomy', 'human', 'lessons', 'whats', 'targeted', 'rachellelefevreus', 'visitordiagram', 'chapter']"
142,141,15,141_lactose_probiotics_probiotic_digestive,"['lactose', 'probiotics', 'probiotic', 'digestive', 'intolerance', 'bacteria', 'primal', 'hsos', 'lactase', 'milk']"
143,142,15,142_wellness_thm_health_black,"['wellness', 'thm', 'health', 'black', 'that', 'their', 'people', 'dating', 'healthy', 'and']"
144,143,15,143_hair_laser_removal_lasercap,"['hair', 'laser', 'removal', 'lasercap', 'electrolysis', 'follicle', 'hairs', 'treatments', 'skin', 'lightsheer']"
145,144,14,144_love_tea_green_contains,"['love', 'tea', 'green', 'contains', 'fruit', 'you', 'blood', 'tank', 'guava', 'can']"
146,145,14,145_massage_college_lmt_jobs,"['massage', 'college', 'lmt', 'jobs', 'job', 'therapist', 'career', 'technical', 'state', 'program']"
147,146,14,146_homoeopathic_homeopathic_homeopathy_homoeopathy,"['homoeopathic', 'homeopathic', 'homeopathy', 'homoeopathy', 'card', 'business', 'eu', 'brexit', 'uk', 'maharashtra']"
148,147,14,147_leukemia_marrow_cells_lymphoma,"['leukemia', 'marrow', 'cells', 'lymphoma', 'bing', 'bone', 'campaigns', 'blood', 'import', 'hublidharwad']"
149,148,14,148_tb_tuberculosis_mdrtb_bedaquiline,"['tb', 'tuberculosis', 'mdrtb', 'bedaquiline', 'wordai', 'rewriter', 'spin', 'mycobacterium', 'lungs', 'disease']"
150,149,14,149_cupping_massage_serviced_kris,"['cupping', 'massage', 'serviced', 'kris', 'apartment', 'newton', 'workshop', 'cups', 'suction', 'singapore']"
151,150,14,150_gallstones_gallbladder_gallstone_bile,"['gallstones', 'gallbladder', 'gallstone', 'bile', 'stones', 'ducts', 'disease', 'percent', 'cholesterol', 'cholecystectomy']"
152,151,14,151_pain_chronic_discrimination_brish,"['pain', 'chronic', 'discrimination', 'brish', 'eldor', 'birkbeck', 'management', 'preps', 'was', 'my']"
153,152,14,152_eating_disorder_nervosa_disorders,"['eating', 'disorder', 'nervosa', 'disorders', 'anorexia', 'bulimia', 'ink', 'treatment', 'reply', 'tricare']"
154,153,13,153_protein_proteins_barrio_module,"['protein', 'proteins', 'barrio', 'module', 'modifications', 'dna', 'rna', 'barrios', 'structure', 'molecular']"
155,154,13,154_mesothelioma_asbestos_pleural_property,"['mesothelioma', 'asbestos', 'pleural', 'property', 'aflatoxins', 'aflatoxin', 'mycotoxins', 'stage', 'pleura', 'chest']"
156,155,13,155_still_believe_laser_lasers,"['still', 'believe', 'laser', 'lasers', 'gum', 'heat', 'dental', 'dentistry', 'periodontal', 'tissue']"
157,156,13,156_health_greens_child_maternal,"['health', 'greens', 'child', 'maternal', 'dauphin', 'healthcare', 'women', 'development', 'children', 'childhood']"
158,157,13,157_psychoanalytic_psychosynthesis_cloning_psychoanalysis,"['psychoanalytic', 'psychosynthesis', 'cloning', 'psychoanalysis', 'achiever', 'freud', 'unconscious', 'theoretical', 'theory', 'transference']"
159,158,13,158_sedation_cloud_dental_nitrous,"['sedation', 'cloud', 'dental', 'nitrous', 'service', 'oxide', 'pudding', 'oral', 'dentistry', 'conscious']"
160,159,13,159_peel_skin_peels_chemical,"['peel', 'skin', 'peels', 'chemical', 'mcp', 'website', 'dan', 'pca', 'acne', 'any']"
161,160,13,160_concussion_mp3_concussions_sports,"['concussion', 'mp3', 'concussions', 'sports', 'head', 'vestibular', 'balance', 'injury', 'brain', 'battery']"
162,161,13,161_skin_facial_exfoliation_facials,"['skin', 'facial', 'exfoliation', 'facials', 'vacancy', 'massage', 'treatment', 'your', 'will', 'photographer']"
163,162,13,162_cancer_mouth_oral_lumix,"['cancer', 'mouth', 'oral', 'lumix', 'panasonic', 'cancers', 'glendair', 'cameras', 'camera', 'crowdfunding']"
164,163,13,163_maxillofacial_oral_surgery_dr,"['maxillofacial', 'oral', 'surgery', 'dr', 'ho', 'gocke', 'corrective', 'cheung', 'facial', 'jaw']"
165,164,13,164_soho_kamagra_buy_noopept,"['soho', 'kamagra', 'buy', 'noopept', 'nootropics', 'nootropic', 'effects', 'effect', 'drug', 'brain']"
